"Valgsted Id";"KommuneNr";"Kreds Nr";"Storkreds Nr";"Landsdels Nr";"Valgsted navn";"Kommune navn";"Kreds navn";"Storkreds navn";"Landsdels navn";"Valgsted start";"Valgsted stop"
"329005";"329";"39";"5";"2";"Haraldsted";"Ringsted";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"329006";"329";"39";"5";"2";"Ringsted Dagmarskolen";"Ringsted";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"329008";"329";"39";"5";"2";"Jystrup";"Ringsted";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"329009";"329";"39";"5";"2";"Kværkeby";"Ringsted";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"329010";"329";"39";"5";"2";"Vetterslev";"Ringsted";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"329011";"329";"39";"5";"2";"Sneslev";"Ringsted";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"329012";"329";"39";"5";"2";"Nordrup";"Ringsted";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"329013";"329";"39";"5";"2";"Vigersted";"Ringsted";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"329014";"329";"39";"5";"2";"Ørslev";"Ringsted";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330001";"330";"40";"5";"2";"Dalmose";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330002";"330";"40";"5";"2";"Flakkebjerg";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330003";"330";"40";"5";"2";"Slots Bjergby";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330004";"330";"40";"5";"2";"Sørbymagle";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330005";"330";"40";"5";"2";"Korsør Søndre Bydel";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330006";"330";"40";"5";"2";"Korsør Nordre Bydel";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330007";"330";"40";"5";"2";"Tårnborg";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330008";"330";"40";"5";"2";"Vemmelev";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330009";"330";"40";"5";"2";"Søndermark";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330010";"330";"40";"5";"2";"Rude";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330011";"330";"40";"5";"2";"Skælskør Vest";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330012";"330";"40";"5";"2";"Agersø";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330013";"330";"40";"5";"2";"Boeslunde";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330014";"330";"40";"5";"2";"Eggeslevmagle";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20091101";"20101231"
"330015";"330";"40";"5";"2";"Skælskør Øst";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330016";"330";"40";"5";"2";"Magleby";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20101231"
"330017";"330";"40";"5";"2";"Omø";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330018";"330";"40";"5";"2";"Tjæreby";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20101231"
"330019";"330";"40";"5";"2";"Slagelse Hallen";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330020";"330";"40";"5";"2";"Antvorskov";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330021";"330";"40";"5";"2";"Vesthallen";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330022";"330";"40";"5";"2";"Nordhallen";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330023";"330";"40";"5";"2";"Slagelse Produktionsskole";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20101231"
"330024";"330";"40";"5";"2";"Vestermose";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330025";"330";"40";"5";"2";"Stillinge";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"330026";"330";"40";"5";"2";"Havrebjerg";"Slagelse";"12. Slagelse";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20101231"
"336001";"336";"33";"5";"2";"Hårlevhallen";"Stevns";"5. Faxe";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"336002";"336";"33";"5";"2";"Strøbyhallen";"Stevns";"5. Faxe";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"336003";"336";"33";"5";"2";"Stevnshallen";"Stevns";"5. Faxe";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"336004";"336";"33";"5";"2";"Harmonien";"Stevns";"5. Faxe";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"20190510"
"340001";"340";"39";"5";"2";"Dianalund";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"340002";"340";"39";"5";"2";"Ruds Vedby";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"340003";"340";"39";"5";"2";"Niløse";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20101231"
"340004";"340";"39";"5";"2";"Alsted Fjenneslev";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"340005";"340";"39";"5";"2";"Sorø";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"340006";"340";"39";"5";"2";"Frederiksberg";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"340007";"340";"39";"5";"2";"Nyrup";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20101231"
"340008";"340";"39";"5";"2";"Pedersborg";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"340009";"340";"39";"5";"2";"Slaglille Bjernede";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20101231"
"340010";"340";"39";"5";"2";"Stenlille";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"340011";"340";"39";"5";"2";"Flinterup";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20101231"
"340012";"340";"39";"5";"2";"Munke Bjergby";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20101231"
"340013";"340";"39";"5";"2";"Stenmagle";"Sorø";"11. Ringsted";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20101231"
"350001";"350";"34";"5";"2";"Hyllinge-Lyndby";"Lejre";"6. Køge";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"350002";"350";"34";"5";"2";"Rye";"Lejre";"6. Køge";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"350003";"350";"34";"5";"2";"Sæby-Gershøj";"Lejre";"6. Køge";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"350004";"350";"34";"5";"2";"Sonnerup";"Lejre";"6. Køge";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"350005";"350";"34";"5";"2";"Glim";"Lejre";"6. Køge";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"350006";"350";"34";"5";"2";"Hvalsø";"Lejre";"6. Køge";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"350008";"350";"34";"5";"2";"Kr.Såby";"Lejre";"6. Køge";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"350009";"350";"34";"5";"2";"Gevninge";"Lejre";"6. Køge";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"350011";"350";"34";"5";"2";"Lejre";"Lejre";"6. Køge";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"350012";"350";"34";"5";"2";"Osted";"Lejre";"6. Køge";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360001";"360";"29";"5";"2";"Errindlev";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360003";"360";"29";"5";"2";"Holeby";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360005";"360";"29";"5";"2";"Halsted";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20140331"
"360008";"360";"29";"5";"2";"Sandby";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360011";"360";"29";"5";"2";"Søllested";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360013";"360";"29";"5";"2";"Maribo";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360014";"360";"29";"5";"2";"Askø";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360019";"360";"29";"5";"2";"Østofte";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360020";"360";"29";"5";"2";"Nakskov";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"20150530"
"360026";"360";"29";"5";"2";"Birket";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360027";"360";"29";"5";"2";"Fejø";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360028";"360";"29";"5";"2";"Femø";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360029";"360";"29";"5";"2";"Horslunde";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360035";"360";"29";"5";"2";"Dannemare";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"360036";"360";"29";"5";"2";"Rødby";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360037";"360";"29";"5";"2";"Rødbyhavn";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"360038";"360";"29";"5";"2";"Brandstrup";"Lolland";"1. Lolland";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20140331"
"370001";"370";"32";"5";"2";"Fuglebjerg Hallen";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20190510"
"370002";"370";"32";"5";"2";"Everdrup";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370003";"370";"32";"5";"2";"Grønbro-Hallen";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370004";"370";"32";"5";"2";"Næstelsø - Mogenstrup";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20151030"
"370005";"370";"32";"5";"2";"Tybjerg";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370006";"370";"32";"5";"2";"Snesere";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20151030"
"370007";"370";"32";"5";"2";"Hammer - Vester Egesborg";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370008";"370";"32";"5";"2";"Fensmark";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370009";"370";"32";"5";"2";"Holme-Olstrup";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370010";"370";"32";"5";"2";"Toksværd";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370011";"370";"32";"5";"2";"Glumsø";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370012";"370";"32";"5";"2";"Sandby";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370013";"370";"32";"5";"2";"Skelby";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370014";"370";"32";"5";"2";"Herlufmagle";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370020";"370";"32";"5";"2";"Digtervejens Skole";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"20150530"
"370021";"370";"32";"5";"2";"Grønnegades Kaserne";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370022";"370";"32";"5";"2";"Kildemarkskolen";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20171119"
"370023";"370";"32";"5";"2";"Lindebjergskolen";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20150530"
"370024";"370";"32";"5";"2";"Sct. Jørgens Skole";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"20171119"
"370025";"370";"32";"5";"2";"Kalbyrisskolen";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20171119"
"370026";"370";"32";"5";"2";"Lille Næstved Skole";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20150530"
"370027";"370";"32";"5";"2";"Herlufsholmhallen";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"370028";"370";"32";"5";"2";"Sydbyskolen";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090701";"20171119"
"370029";"370";"32";"5";"2";"Rønnebæk";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20171119"
"370030";"370";"32";"5";"2";"Fodby";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20121231"
"370031";"370";"32";"5";"2";"Hyllinge";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20171119"
"370032";"370";"32";"5";"2";"Karrebæk";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20171119"
"370033";"370";"32";"5";"2";"Marvede";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20121231"
"370034";"370";"32";"5";"2";"Vallensved";"Næstved";"4. Næstved";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"20121231"
"376001";"376";"30";"5";"2";"Byen";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376002";"376";"30";"5";"2";"Østerbro";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376003";"376";"30";"5";"2";"Lindeskov";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376004";"376";"30";"5";"2";"Ejegod";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376005";"376";"30";"5";"2";"Kraghave";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376006";"376";"30";"5";"2";"Toreby";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376007";"376";"30";"5";"2";"Sundby";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376008";"376";"30";"5";"2";"Nysted";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376009";"376";"30";"5";"2";"Øster Ulslev";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376010";"376";"30";"5";"2";"Nørre Alslev";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376011";"376";"30";"5";"2";"Nørre Vedby";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376012";"376";"30";"5";"2";"Eskilstrup";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376013";"376";"30";"5";"2";"Sakskøbing";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376014";"376";"30";"5";"2";"Majbølle";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376015";"376";"30";"5";"2";"Våbensted";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376016";"376";"30";"5";"2";"Stubbekøbing";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376017";"376";"30";"5";"2";"Horreby";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"376018";"376";"30";"5";"2";"Idestrup";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070102";"99991231"
"376019";"376";"30";"5";"2";"Væggerløse";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070102";"99991231"
"376020";"376";"30";"5";"2";"Gedser";"Guldborgsund";"2. Guldborgsund";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070102";"99991231"
"390001";"390";"31";"5";"2";"Vordingborg";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390002";"390";"31";"5";"2";"Masnedsund";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390003";"390";"31";"5";"2";"Nyråd";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390004";"390";"31";"5";"2";"Kastrup";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390005";"390";"31";"5";"2";"Bårse";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390006";"390";"31";"5";"2";"Lundby";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390007";"390";"31";"5";"2";"Ørslev";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390008";"390";"31";"5";"2";"Stege";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390009";"390";"31";"5";"2";"Østmøn";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390010";"390";"31";"5";"2";"Vestmøn";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390011";"390";"31";"5";"2";"Bogø";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"390012";"390";"31";"5";"2";"Præstø";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390013";"390";"31";"5";"2";"Allerslev";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390014";"390";"31";"5";"2";"Jungshoved";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390015";"390";"31";"5";"2";"Mern";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390016";"390";"31";"5";"2";"Kalvehave";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"390017";"390";"31";"5";"2";"Stensved";"Vordingborg";"3. Vordingborg";"Sjællands Storkreds";"Sjælland-Syddanmark";"20090101";"99991231"
"400001";"400";"28";"4";"1";"Allinge";"Bornholms Region";"2. Aakirkeby";"Bornholms Storkreds";"Hovedstaden";"20090101";"99991231"
"400002";"400";"28";"4";"1";"Østermarie";"Bornholms Region";"2. Aakirkeby";"Bornholms Storkreds";"Hovedstaden";"20090101";"99991231"
"400003";"400";"28";"4";"1";"Svaneke";"Bornholms Region";"2. Aakirkeby";"Bornholms Storkreds";"Hovedstaden";"20090101";"99991231"
"400004";"400";"28";"4";"1";"Nexø";"Bornholms Region";"2. Aakirkeby";"Bornholms Storkreds";"Hovedstaden";"20090101";"99991231"
"400005";"400";"28";"4";"1";"Pedersker";"Bornholms Region";"2. Aakirkeby";"Bornholms Storkreds";"Hovedstaden";"20090101";"99991231"
"400006";"400";"28";"4";"1";"Aakirkeby";"Bornholms Region";"2. Aakirkeby";"Bornholms Storkreds";"Hovedstaden";"20090101";"99991231"
"400007";"400";"27";"4";"1";"Klemensker";"Bornholms Region";"1. Rønne";"Bornholms Storkreds";"Hovedstaden";"20090101";"99991231"
"400008";"400";"27";"4";"1";"Rønne";"Bornholms Region";"1. Rønne";"Bornholms Storkreds";"Hovedstaden";"20090101";"99991231"
"400009";"400";"27";"4";"1";"Hasle";"Bornholms Region";"1. Rønne";"Bornholms Storkreds";"Hovedstaden";"20090101";"99991231"
"410001";"410";"45";"6";"2";"Middelfart V";"Middelfart";"5. Middelfart";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"410002";"410";"45";"6";"2";"Middelfart Ø";"Middelfart";"5. Middelfart";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"410003";"410";"45";"6";"2";"Strib";"Middelfart";"5. Middelfart";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"410004";"410";"45";"6";"2";"Hyllehøj";"Middelfart";"5. Middelfart";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"410005";"410";"45";"6";"2";"Aulby";"Middelfart";"5. Middelfart";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"410006";"410";"45";"6";"2";"Nørre Aaby";"Middelfart";"5. Middelfart";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"410007";"410";"45";"6";"2";"Baaring";"Middelfart";"5. Middelfart";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"410008";"410";"45";"6";"2";"Ejby";"Middelfart";"5. Middelfart";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"410009";"410";"45";"6";"2";"Gelsted";"Middelfart";"5. Middelfart";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"410010";"410";"45";"6";"2";"Brenderup";"Middelfart";"5. Middelfart";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"410011";"410";"45";"6";"2";"Fjelsted/Harndrup";"Middelfart";"5. Middelfart";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420001";"420";"44";"6";"2";"Assens";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420002";"420";"44";"6";"2";"Ebberup";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420003";"420";"44";"6";"2";"Turup";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420004";"420";"44";"6";"2";"Salbrovad";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420005";"420";"44";"6";"2";"Helnæs";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420006";"420";"44";"6";"2";"Bågø";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"20121231"
"420007";"420";"44";"6";"2";"Køng";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420008";"420";"44";"6";"2";"Glamsbjerg";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420009";"420";"44";"6";"2";"Flemløse";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420010";"420";"44";"6";"2";"Søllested";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420011";"420";"44";"6";"2";"Ørsted";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420012";"420";"44";"6";"2";"Dreslette";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420013";"420";"44";"6";"2";"Haarby";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420014";"420";"44";"6";"2";"Jordløse";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420015";"420";"44";"6";"2";"Brylle";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420016";"420";"44";"6";"2";"Tommerup";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
"420017";"420";"44";"6";"2";"Tommerup St";"Assens";"4. Assens";"Fyns Storkreds";"Sjælland-Syddanmark";"20070101";"99991231"
